alcohol,density,volatile acidity,chlorides,residual sugar,quality
12.75,0.98963,0.28,0.026,3.9,6
12.7,0.98961,0.23,0.025,1.3,6
11.1,0.9948,0.28,0.037,9.1,5
13.0,0.989315,0.25,0.021,1.8,6
12.0,0.989435,0.2,0.033,2.1,6
11.5,0.9899,0.29,0.022,1.4,6
10.5,0.998275,0.46,0.047,14.7,5
11.1,0.9914,0.23,0.047,1.9,6
11.1,0.9915,0.23,0.048,1.8,6
13.1,0.9924,0.55,0.027,9.6,6
12.75,0.98963,0.28,0.026,3.9,6
9.6,0.997,0.45,0.094,11.8,5
11.7,0.9914,0.2,0.028,1.9,5
9.7,0.997,0.37,0.042,12.0,6
10.9,0.9944,0.21,0.033,7.9,6
10.7,0.9958,0.22,0.04,9.3,7
13.8,0.98889,0.27,0.022,4.6,6
12.15,0.989465,0.26,0.035,2.2,6
10.8,0.9954,0.18,0.028,10.2,7
10.7,0.9947,0.26,0.03,10.6,7
10.8,0.9912,0.23,0.036,1.4,7
10.8,0.9965,0.28,0.039,9.1,5
12.0,0.9948,0.36,0.03,11.1,5
12.2,0.9925,0.3,0.055,4.4,6
9.4,0.9936,0.2,0.05,2.8,6
11.4,0.9898,0.29,0.029,1.1,6
12.5,0.98948,0.22,0.027,1.3,7
13.05,0.98823,0.22,0.024,1.2,7
12.4,0.9896,0.32,0.026,3.3,6
12.9,0.9908,0.2,0.03,9.7,7
12.0,0.9906,0.35,0.034,2.3,7
11.3,0.9904,0.3,0.036,1.1,5
10.0,0.99754,0.15,0.05,11.4,6
11.8,0.9898,0.13,0.042,1.2,7
9.4,0.998365,0.2,0.045,14.7,6
8.8,0.99837,0.2,0.047,13.8,6
11.1,0.99125,0.27,0.038,1.3,6
10.5,0.9943,0.37,0.048,6.3,6
9.3,0.99488,0.23,0.05,7.9,6
11.4,0.99034,0.34,0.042,2.0,6
11.8,0.99322,0.33,0.03,11.8,6
12.4,0.98895,0.29,0.029,1.2,6
11.6,0.99457,0.33,0.035,10.0,6
11.1,0.99304,0.3,0.05,5.2,5
11.1,0.99331,0.33,0.041,7.2,6
11.0,0.99435,0.33,0.042,9.9,6
12.2,0.99122,0.45,0.036,5.3,6
11.0,0.99544,0.36,0.053,13.55,6
12.9,0.989,0.42,0.035,2.2,6
10.9,0.99414,0.39,0.037,9.9,6
13.4,0.99014,0.53,0.069,4.3,6
10.7,0.99551,0.66,0.033,13.0,6
11.4,0.9908,0.16,0.027,1.0,7
10.2,0.9927,0.22,0.043,1.1,6
11.0,0.99244,0.23,0.03,6.9,6
9.1,0.99752,0.17,0.044,13.4,6
11.0,0.99114,0.33,0.032,4.6,6
11.5,0.99326,0.38,0.037,9.9,6
12.0,0.9906,0.29,0.036,3.0,6
11.2,0.993,0.29,0.04,5.8,5
11.2,0.99479,0.28,0.033,12.9,6
12.6,0.98942,0.36,0.032,3.2,7
11.0,0.99036,0.615,0.032,0.8,4
10.8,0.99201,0.44,0.03,2.5,6
10.9,0.99184,0.42,0.034,2.4,5
9.8,0.99441,0.34,0.041,7.2,5
9.8,0.99442,0.27,0.04,7.3,5
9.5,0.99474,0.33,0.094,6.3,5
11.26666667,0.9916,0.44,0.032,4.25,7
10.8,0.99198,0.28,0.039,1.2,5
13.4,0.98949,0.5,0.036,2.0,7
11.3,0.9916,0.44,0.032,4.25,7
8.9,0.99556,0.62,0.06,4.7,5
11.2,0.99151,0.38,0.038,4.5,6
11.5,0.99158,0.305,0.047,1.4,7
13.0,0.9902,0.5,0.036,4.1,7
12.6,0.99204,0.4,0.038,5.3,6
13.1,0.98988,0.4,0.032,4.2,6
11.2,0.99344,0.49,0.034,6.65,5
11.7,0.99394,0.3,0.034,8.2,6
10.9,0.99153,0.19,0.041,2.6,6
11.6,0.98981,0.24,0.041,2.0,7
10.4,0.99524,0.25,0.041,12.2,7
10.9,0.99221,0.21,0.041,2.3,7
10.8,0.99318,0.28,0.043,5.0,6
11.2,0.99366,0.29,0.038,10.7,6
10.0,0.99494,0.345,0.033,10.8,6
10.56666667,0.99212,0.51,0.048,1.7,5
11.73333333,0.99018,0.24,0.036,1.3,6
10.6,0.99212,0.51,0.048,1.7,5
10.5,0.99596,0.54,0.049,12.7,6
11.75,0.99018,0.24,0.036,1.3,6
11.4,0.99094,0.26,0.035,1.2,6
12.4,0.98968,0.24,0.03,1.3,7
10.1,0.99392,0.21,0.043,5.7,6
12.3,0.99024,0.29,0.035,3.4,6
13.1,0.98774,0.24,0.034,1.1,7
10.65,0.99094,0.18,0.037,1.0,7
11.4,0.99044,0.26,0.042,1.0,7
9.3,0.9938,0.61,0.117,1.65,5
10.2,0.99432,0.695,0.042,6.8,5
10.2,0.99432,0.695,0.042,6.8,5
13.1,0.98966,0.39,0.033,4.9,7
9.6,0.99309,0.38,0.051,1.4,5
12.8,0.98868,0.36,0.035,2.5,7
10.96666667,0.9937,0.29,0.048,10.8,7
11.0,0.9937,0.29,0.048,10.8,7
13.4,0.98975,0.43,0.036,2.8,6
11.2,0.98984,0.25,0.04,1.3,6
12.4,0.99063,0.33,0.027,2.0,6
11.2,0.99168,0.23,0.048,1.1,5
12.4,0.99272,0.17,0.028,8.2,6
10.13333333,0.99362,0.17,0.036,6.0,7
10.13333333,0.99365,0.16,0.034,6.1,7
9.1,0.99642,0.31,0.057,8.8,5
10.15,0.99365,0.16,0.034,6.1,7
10.15,0.99362,0.17,0.036,6.0,7
11.5,0.99134,0.44,0.049,1.2,5
8.9,0.99732,0.285,0.035,11.4,6
10.46666667,0.99212,0.335,0.036,1.3,5
11.8,0.99161,0.28,0.028,6.2,7
11.63333333,0.9912,0.35,0.034,3.2,7
10.6,0.99332,0.21,0.04,4.5,6
9.6,0.99636,0.25,0.045,9.9,6
10.5,0.99212,0.335,0.036,1.3,5
10.2,0.99271,0.63,0.058,1.3,4
13.1,0.98845,0.27,0.025,0.9,6
11.8,0.9899,0.32,0.027,0.7,6
12.2,0.99004,0.33,0.041,1.0,6
11.45,0.99097,0.24,0.036,1.0,6
10.5,0.9966,0.26,0.062,10.4,5
9.0,0.99666,0.16,0.035,12.5,6
9.1,0.99954,0.19,0.043,19.25,7
8.8,0.99414,0.36,0.053,1.1,5
12.9,0.99188,0.35,0.032,9.0,7
13.0,0.98926,0.15,0.03,1.2,6
9.2,0.99334,0.27,0.173,1.3,6
9.8,0.99659,0.3,0.041,12.8,5
10.1,0.9948,0.69,0.044,7.6,6
10.9,0.99074,0.12,0.037,1.4,7
9.6,0.9955,0.36,0.053,8.3,6
10.4,0.99474,0.27,0.053,9.0,6
11.8,0.98966,0.22,0.031,1.85,7
10.8,0.99564,0.205,0.051,12.55,6
10.6,0.99246,0.33,0.034,1.4,6
12.7,0.98984,0.21,0.033,1.8,6
12.2,0.99031,0.33,0.03,4.0,7
10.8,0.99564,0.205,0.051,12.55,6
11.1,0.99216,0.28,0.04,3.0,6
10.0,0.99512,0.15,0.034,7.9,6
10.8,0.9909,0.315,0.033,2.6,6
10.3,0.99132,0.225,0.074,1.2,6
9.9,0.99378,0.24,0.043,7.1,6
12.25,0.99044,0.27,0.044,1.3,5
10.2,0.99521,0.32,0.036,10.7,6
9.4,0.99489,0.25,0.053,7.7,6
9.7,0.99495,0.42,0.05,8.4,6
10.4,0.9954,0.31,0.038,12.7,6
12.2,0.99121,0.48,0.035,1.8,6
10.6,0.99478,0.21,0.035,10.5,6
10.7,0.99346,0.32,0.05,1.6,5
11.85,0.99331,0.3,0.048,1.85,5
11.7,0.99321,0.31,0.031,10.5,6
10.15,0.99218,0.185,0.03,1.0,6
11.63333333,0.9898,0.16,0.026,1.2,6
10.8,0.99144,0.17,0.042,1.7,6
10.8,0.99143,0.16,0.042,1.6,6
12.3,0.99234,0.24,0.031,9.0,7
12.5,0.98972,0.3,0.029,1.9,6
11.65,0.9898,0.16,0.026,1.2,6
9.6,0.99308,0.32,0.05,1.5,5
10.9,0.99218,0.27,0.034,3.9,6
10.8,0.99215,0.27,0.035,3.6,6
11.2,0.99185,0.14,0.032,1.2,5
10.0,0.99438,0.24,0.043,5.0,5
10.5,0.99314,0.26,0.047,2.9,3
9.1,0.99542,0.23,0.043,10.4,6
10.5,0.99428,0.26,0.029,11.4,6
9.3,0.99943,0.34,0.05,18.35,5
9.3,0.99946,0.35,0.051,18.4,6
10.6,0.99472,0.36,0.033,7.1,6
12.1,0.9891,0.25,0.035,1.3,7
12.0,0.99076,0.16,0.032,1.5,6
9.7,0.99632,0.19,0.043,10.2,6
12.4,0.99,0.29,0.027,2.2,6
13.6,0.98872,0.38,0.035,3.5,7
11.8,0.99102,0.2,0.04,3.9,6
10.0,0.99388,0.17,0.052,7.4,6
9.1,0.99602,0.15,0.035,11.0,6
11.9,0.99057,0.48,0.037,1.5,7
11.75,0.99072,0.4,0.031,3.9,7
11.4,0.99224,0.26,0.046,5.4,6
13.0,0.98942,0.3,0.038,1.5,8
12.4,0.99171,0.32,0.055,5.0,8
9.4,0.99352,0.19,0.052,1.2,7
9.6,0.99705,0.27,0.047,13.0,6
9.1,0.99654,0.28,0.057,8.6,5
12.0,0.98953,0.21,0.048,1.7,7
11.2,0.99132,0.24,0.045,1.2,4
10.1,0.99204,0.27,0.076,1.2,6
10.3,0.99185,0.27,0.076,1.2,6
12.3,0.98952,0.27,0.034,2.0,6
10.55,0.99704,0.315,0.031,19.4,6
10.9,0.99032,0.59,0.037,0.8,4
9.7,0.99382,0.3,0.042,6.3,5
9.8,0.99382,0.3,0.043,6.4,5
8.9,0.9974,0.3,0.045,12.1,6
10.2,0.99546,0.31,0.045,12.9,5
11.7,0.99088,0.25,0.038,2.4,7
12.8,0.98904,0.32,0.03,4.3,8
12.8,0.989,0.225,0.03,4.2,8
13.55,0.98758,0.62,0.037,1.7,6
11.6,0.9901,0.3,0.036,2.2,6
13.8,0.98981,0.785,0.036,3.4,6
9.4,0.9952,0.31,0.175,7.4,6
9.4,0.99519,0.32,0.174,7.3,5
10.7,0.99142,0.105,0.035,1.1,7
12.3,0.9897,0.33,0.043,1.4,6
10.3,0.99684,0.32,0.042,14.5,5
10.4,0.99445,0.26,0.047,8.0,6
11.6,0.99051,0.2,0.039,1.1,7
12.8,0.98986,0.28,0.037,2.2,8
11.9,0.99189,0.31,0.038,5.8,7
12.1,0.98934,0.35,0.033,0.9,4
9.2,0.99449,0.26,0.034,6.4,6
9.5,0.99566,0.28,0.051,10.9,6
11.0,0.99252,0.17,0.039,7.3,6
10.9,0.9959,0.35,0.053,8.3,5
10.4,0.9924,0.26,0.053,1.3,6
9.1,0.99482,0.375,0.054,3.3,5
11.4,0.99103,0.17,0.075,1.0,6
11.4,0.98946,0.26,0.027,1.1,7
9.7,0.99212,0.36,0.127,1.0,5
12.4,0.99052,0.4,0.026,5.1,6
13.7,0.99026,0.76,0.041,3.2,7
10.6,0.99516,0.41,0.032,12.6,6
11.2,0.99128,0.385,0.031,3.7,6
13.13333333,0.9891,0.27,0.021,1.7,6
11.0,0.99176,0.24,0.043,1.3,6
11.3,0.99162,0.23,0.036,1.5,6
12.0,0.99193,0.28,0.054,4.6,7
9.2,0.9967,0.23,0.042,10.3,5
10.7,0.99462,0.34,0.046,6.1,6
11.4,0.99058,0.22,0.036,1.2,6
12.1,0.99258,0.32,0.032,9.9,7
11.1,0.99138,0.29,0.062,1.6,6
9.7,0.99271,0.38,0.058,1.1,6
10.7,0.9917,0.32,0.057,1.5,5
10.9,0.99126,0.33,0.031,1.2,6
12.0,0.98986,0.37,0.033,1.5,7
10.6,0.99154,0.295,0.035,1.1,6
9.6,0.99642,0.5,0.096,11.5,5
13.1,0.99154,0.28,0.031,7.8,6
11.0,0.99313,0.275,0.038,7.4,6
11.6,0.99125,0.405,0.038,1.45,4
11.95,0.99318,0.34,0.029,8.9,7
11.1,0.99099,0.22,0.05,1.1,6
11.5,0.99004,0.28,0.043,1.0,6
11.3,0.99093,0.34,0.046,2.5,5
11.9,0.98924,0.29,0.044,1.1,6
9.5,0.99336,0.38,0.136,2.4,5
12.2,0.98944,0.3,0.048,2.3,6
12.2,0.99022,0.54,0.038,5.1,7
11.1,0.99146,0.36,0.048,2.5,6
9.6,0.99488,0.33,0.055,8.9,5
11.4,0.99176,0.23,0.044,1.6,5
11.4,0.99001,0.25,0.047,1.4,5
12.06666667,0.99005,0.35,0.041,3.9,6
9.0,0.99755,0.23,0.058,13.7,6
11.4,0.99444,0.38,0.043,9.2,6
9.6,0.99502,0.35,0.055,7.8,5
11.0,0.99222,0.43,0.045,7.6,6
11.0,0.99224,0.52,0.046,7.7,6
11.2,0.99067,0.31,0.027,3.0,6
11.55,0.99069,0.22,0.052,1.3,6
13.3,0.98936,0.36,0.036,4.0,7
9.633333333,0.99266,0.41,0.066,1.1,5
13.6,0.98822,0.355,0.046,2.0,6
11.2,0.99138,0.41,0.048,1.9,6
13.0,0.98854,0.6,0.031,1.4,6
10.8,0.99324,0.23,0.046,4.5,6
9.8,0.99626,0.24,0.032,10.1,6
11.45,0.99188,0.32,0.021,6.6,7
12.05,0.9897,0.2,0.015,1.9,6
9.7,0.99622,0.42,0.032,12.4,5
11.9,0.99044,0.21,0.03,1.6,6
10.0,0.99282,0.2,0.048,2.5,6
9.7,0.99245,0.22,0.035,1.2,6
11.6,0.99132,0.38,0.038,2.5,7
8.8,0.99286,0.54,0.032,0.8,5
9.5,0.99234,0.53,0.035,0.9,4
9.533333333,0.99494,0.34,0.046,8.1,6
9.4,0.9954,0.235,0.03,11.75,6
10.7,0.99184,0.32,0.037,1.3,5
11.5,0.98964,0.47,0.035,1.9,6
9.6,0.99492,0.33,0.048,8.3,5
9.55,0.99494,0.34,0.046,8.1,6
12.15,0.99168,0.21,0.028,5.7,7
13.0,0.98928,0.41,0.023,1.9,7
9.2,0.9933,0.22,0.052,1.2,5
9.4,0.9954,0.235,0.03,11.75,6
11.8,0.98938,0.34,0.036,2.2,6
10.6,0.99074,0.21,0.038,0.9,6
9.7,0.99298,0.23,0.032,1.3,5
11.2,0.99114,0.21,0.039,1.6,6
9.6,0.9949,0.32,0.047,8.0,5
9.4,0.99254,0.24,0.041,1.2,6
12.8,0.98869,0.29,0.022,1.1,7
11.8,0.98941,0.21,0.02,0.8,6
9.4,0.9978,0.7,0.076,1.9,5
9.8,0.9968,0.88,0.098,2.6,5
9.8,0.997,0.76,0.092,2.3,5
9.8,0.998,0.28,0.075,1.9,6
9.4,0.9978,0.66,0.075,1.8,5
9.4,0.9964,0.6,0.069,1.6,5
10.0,0.9946,0.65,0.065,1.2,7
9.5,0.9968,0.58,0.073,2.0,7
10.5,0.9978,0.5,0.071,6.1,5
9.2,0.9959,0.58,0.097,1.8,5
9.9,0.9943,0.615,0.089,1.6,5
9.1,0.9974,0.61,0.114,1.6,5
9.2,0.9986,0.62,0.176,3.8,5
9.2,0.9986,0.62,0.17,3.9,5
10.5,0.9969,0.28,0.092,1.8,7
9.3,0.9968,0.56,0.368,1.7,5
9.0,0.9974,0.59,0.086,4.4,4
9.2,0.9969,0.32,0.341,1.8,6
9.4,0.9968,0.22,0.077,1.8,6
9.7,0.9982,0.39,0.082,2.3,5
9.5,0.9966,0.43,0.106,1.6,5
9.4,0.9968,0.49,0.084,2.3,5
9.7,0.9968,0.4,0.085,2.4,6
9.3,0.9955,0.39,0.08,1.4,5
9.5,0.9962,0.41,0.08,1.8,5
9.4,0.9972,0.71,0.08,1.9,5
9.8,0.9964,0.645,0.082,2.0,6
10.1,0.9958,0.675,0.089,2.4,5
10.6,0.9966,0.685,0.105,2.5,6
9.8,0.9966,0.655,0.083,2.3,5
9.4,0.9993,0.605,0.073,10.7,6
9.2,0.9957,0.32,0.103,1.8,5
9.6,0.9986,0.645,0.086,5.5,6
10.8,0.9975,0.6,0.086,2.4,6
9.7,0.9968,0.38,0.066,2.1,7
9.8,0.994,1.13,0.172,1.5,4
10.5,0.9978,0.45,0.074,5.9,5
9.3,0.9976,0.61,0.088,2.8,4
10.5,0.9968,0.49,0.332,2.6,6
10.3,0.9968,0.66,0.069,2.2,5
9.5,0.9962,0.67,0.05,1.8,5
13.1,0.9934,0.52,0.054,2.1,4
9.2,0.997,0.935,0.114,2.2,5
9.5,0.9969,0.29,0.113,1.6,5
9.2,0.9958,0.4,0.066,1.6,5
9.2,0.9954,0.31,0.074,1.4,5
9.2,0.9971,0.66,0.074,1.7,5
9.4,0.9956,0.52,0.069,2.2,6
9.4,0.9955,0.5,0.068,2.1,6
9.4,0.997,0.38,0.081,3.0,5
10.2,0.9955,0.51,0.11,2.8,6
9.5,0.9978,0.62,0.084,3.8,5
9.6,0.9971,0.42,0.07,3.4,5
9.4,0.9983,0.63,0.111,5.1,5
10.0,0.9975,0.59,0.076,2.3,5
9.4,0.9962,0.39,0.074,2.4,6
9.2,0.998,0.4,0.079,2.2,5
9.3,0.9968,0.69,0.115,1.8,5
9.5,0.9968,0.52,0.085,1.9,7
9.8,0.9966,0.735,0.081,2.0,5
10.9,0.9962,0.725,0.086,4.65,5
9.6,0.9968,0.52,0.079,1.5,5
10.7,0.9962,0.705,0.076,1.6,5
10.7,0.9969,0.32,0.074,2.0,5
10.5,0.9962,0.705,0.074,1.9,6
9.5,0.9967,0.63,0.076,1.9,6
9.5,0.9962,0.67,0.088,2.1,5
9.5,0.9961,0.69,0.084,1.9,5
9.2,0.9976,0.675,0.084,2.1,4
9.6,0.9984,0.32,0.094,2.5,5
10.5,0.9986,0.41,0.093,2.2,5
10.7,0.9966,0.785,0.104,2.4,6
10.1,0.9958,0.75,0.086,2.0,5
9.1,0.9972,0.625,0.08,1.5,4
9.2,0.9958,0.45,0.069,1.6,5
9.4,0.9974,0.43,0.464,1.9,5
9.1,0.997,0.5,0.086,2.0,5
9.4,0.9969,0.67,0.401,1.8,5
10.3,0.9959,0.3,0.069,1.8,6
10.1,0.9961,0.55,0.076,2.2,5
9.9,0.9972,0.49,0.11,1.9,6
9.6,0.9966,0.49,0.062,1.9,5
9.5,0.9978,0.39,0.107,2.1,5
9.0,0.9978,0.62,0.076,1.8,5
9.5,0.9964,0.52,0.079,1.9,5
9.8,0.9972,0.49,0.11,2.0,5
10.5,0.9938,1.02,0.045,1.4,4
12.9,0.9932,0.6,0.058,2.3,6
10.7,0.9965,0.775,0.102,3.0,5
9.2,0.9963,0.5,0.07,2.0,5
9.8,0.9967,0.9,0.079,2.5,5
9.0,0.9972,0.545,0.08,1.9,6
10.2,0.9972,0.61,0.084,2.1,6
10.4,0.9959,0.5,0.075,1.9,6
9.2,0.9967,0.575,0.077,2.1,5
9.4,0.996,0.49,0.07,2.2,5
9.3,0.9973,0.41,0.467,1.7,5
9.3,0.9969,0.63,0.088,1.7,5
9.6,0.9976,0.33,0.091,2.5,6
9.3,0.9969,0.785,0.122,2.0,5
9.5,0.9964,0.56,0.104,1.8,5
9.8,0.9964,0.62,0.084,2.2,5
9.8,0.9964,0.6,0.085,2.2,5
9.7,0.9988,0.31,0.08,2.3,6
10.5,0.9966,0.4,0.09,2.2,6
10.0,0.9978,0.54,0.077,1.9,6
9.4,0.997,0.56,0.082,2.0,6
10.9,0.9962,0.55,0.119,2.2,6
9.2,0.9959,0.69,0.097,1.8,6
9.0,0.9962,1.07,0.178,1.7,5
9.2,0.998,0.695,0.075,2.5,5
9.5,0.9976,0.71,0.08,2.6,5
9.5,0.996,0.5,0.082,1.6,5
9.4,0.9984,0.62,0.146,1.9,5
10.9,0.9964,1.33,0.081,1.7,5
10.9,0.9964,1.33,0.082,1.8,5
10.5,0.9962,0.59,0.065,1.8,7
9.4,0.9955,0.38,0.072,1.8,5
9.4,0.9968,0.745,0.118,2.0,5
13.0,0.9937,0.5,0.049,2.3,5
9.8,0.9952,0.5,0.06,1.5,6
9.9,0.9959,1.04,0.084,2.2,6
9.6,0.9965,0.745,0.09,1.9,5
9.5,0.9968,0.715,0.089,1.8,5
9.2,0.9972,0.415,0.081,2.0,5
9.5,0.9962,0.56,0.081,2.1,5
9.5,0.9962,0.56,0.081,2.0,5
14.0,0.9916,0.34,0.05,1.8,6
9.4,0.9954,0.39,0.066,1.7,5
9.4,0.9968,0.67,0.117,1.8,5
10.0,0.9944,0.68,0.087,1.8,5
9.3,0.9968,0.49,0.236,1.6,5
10.2,0.9959,0.49,0.074,2.3,6
10.5,0.9975,0.4,0.089,2.8,6
10.3,0.9958,0.33,0.077,2.1,6
9.4,0.9996,0.52,0.61,3.4,4
10.1,0.995,0.6,0.095,1.8,5
10.5,0.9973,0.43,0.07,5.5,5
10.5,0.9973,0.43,0.071,5.5,5
9.3,0.9969,0.68,0.073,2.2,5
9.3,0.9968,0.6,0.079,1.9,6
9.6,0.9959,0.95,0.09,2.0,5
9.2,0.9965,0.68,0.072,1.3,4
10.0,0.9964,0.53,0.076,1.7,6
9.4,0.9982,0.6,0.07,7.3,5
9.4,0.9981,0.59,0.07,7.2,5
9.5,0.9961,0.63,0.1,1.7,5
10.2,0.9956,0.64,0.085,2.1,5
9.0,0.9956,0.55,0.072,1.6,4
10.4,0.9953,0.63,0.089,2.1,6
9.5,0.9964,0.705,0.36,1.8,5
9.1,0.9972,0.885,0.058,1.8,4
9.2,0.9972,0.42,0.073,2.0,6
11.5,0.9961,0.62,0.068,1.9,6
9.5,0.9961,0.38,0.08,2.0,5
9.5,0.9958,0.5,0.085,1.5,5
10.5,0.9972,0.52,0.087,2.3,6
9.6,0.9969,0.805,0.068,2.5,5
9.5,0.9969,0.61,0.067,2.4,5
9.3,0.9972,0.61,0.27,2.0,5
9.3,0.9972,0.73,0.076,2.5,5
9.3,0.9971,0.61,0.077,1.8,5
9.3,0.997,0.62,0.079,1.9,6
9.7,0.9971,0.31,0.111,2.0,5
9.2,0.9972,0.39,0.082,2.0,5
9.7,0.9976,0.705,0.084,2.6,5
9.5,0.9968,0.5,0.084,2.0,5
9.5,0.9968,0.49,0.082,1.9,5
9.4,0.9976,0.5,0.077,2.9,5
9.8,0.9974,0.37,0.074,1.9,6
9.5,0.9969,0.63,0.099,3.8,5
9.7,0.9964,0.55,0.071,2.2,5
9.4,0.9968,0.59,0.074,2.0,5
10.2,0.9968,0.58,0.074,2.4,5
10.1,0.9981,0.3,0.067,2.0,6
13.0,0.9924,0.835,0.046,1.2,7
11.4,0.9948,1.09,0.061,2.1,4
10.3,0.99695,0.32,0.056,1.4,7
9.3,0.9975,0.37,0.097,2.1,5
9.5,0.99545,0.5,0.075,1.5,5
9.2,0.9961,0.42,0.088,1.6,5
9.2,0.99615,0.43,0.089,1.6,6
10.8,0.9994,0.3,0.095,2.6,7
9.3,0.99625,0.57,0.069,1.8,5
9.4,0.9966,0.44,0.1,2.7,5
10.5,0.998,0.3,0.054,2.1,7
12.4,0.99585,0.53,0.039,2.0,6
10.0,0.99685,0.725,0.083,2.8,6
10.2,0.998,0.44,0.059,2.1,6
10.1,0.9959,0.57,0.06,2.2,5
9.8,0.9974,0.735,0.092,2.4,6
10.5,0.9974,0.49,0.06,5.6,5
11.0,0.9962,0.625,0.101,2.0,5
9.1,0.9967,0.725,0.072,2.2,5
9.7,0.9957,0.49,0.076,1.9,5
9.5,0.99655,0.53,0.08,2.4,5
9.4,0.9964,0.34,0.082,2.0,6
9.4,0.9957,0.53,0.101,2.0,5
9.5,0.99525,0.61,0.057,1.5,5
10.0,0.99815,0.645,0.083,2.0,6
10.4,0.99745,0.635,0.089,2.0,4
10.5,0.99615,0.43,0.073,2.6,6
9.5,0.9964,0.59,0.337,2.0,6
9.8,0.9984,0.82,0.089,2.6,5
11.0,0.99685,0.52,0.081,2.6,5
12.2,0.9927,0.48,0.054,1.6,7
9.9,0.99625,0.38,0.078,1.8,6
9.6,0.998,0.37,0.09,2.8,6
9.0,0.99685,1.0,0.065,2.3,6
9.0,0.99675,0.63,0.097,1.9,6
9.2,0.99675,0.645,0.097,1.9,6
9.3,0.9971,0.635,0.263,1.7,5
10.9,0.99925,0.38,0.093,2.1,6
9.8,0.99565,0.58,0.102,1.8,6
9.2,1.00005,0.21,0.075,2.2,7
9.9,0.9983,0.66,0.084,2.0,6
9.5,0.99685,0.68,0.075,1.9,5
9.3,0.9963,0.6,0.072,2.3,5
9.8,0.99615,0.53,0.074,1.7,6
10.0,0.9985,0.32,0.063,1.6,6
9.9,0.9972,0.6,0.074,1.8,6
10.5,0.9986,0.35,0.09,3.1,5
9.5,0.9959,0.775,0.092,1.9,5
9.3,0.99675,0.57,0.073,3.2,5
9.2,0.998,0.34,0.075,2.2,5
9.2,0.9968,0.695,0.075,2.1,5
9.4,0.9968,0.41,0.611,1.8,5
10.5,0.99965,0.31,0.085,2.6,7
9.3,0.99625,0.33,0.077,1.7,5
9.4,0.99565,0.975,0.087,2.0,4
10.0,0.99575,0.52,0.07,1.7,5
9.3,0.9963,0.37,0.077,1.8,5
10.9,0.9999,0.56,0.064,2.4,5
10.2,0.9968,0.26,0.071,1.8,7
9.8,1.00025,0.87,0.096,3.3,4
12.8,0.9973,0.35,0.078,3.6,8
9.4,0.9987,0.54,0.077,3.0,6
10.1,0.9996,0.18,0.104,4.0,6
10.7,0.9965,0.545,0.087,4.0,6
10.1,0.99935,0.37,0.071,4.0,5
9.4,0.99735,0.715,0.076,2.4,5
9.4,0.99915,0.65,0.088,7.0,5
12.6,0.9976,0.32,0.073,6.4,8
10.5,0.9991,0.4,0.087,5.6,7
9.3,0.9986,0.26,0.071,3.6,6
9.9,0.9972,0.27,0.358,3.5,7
9.1,0.9971,0.52,0.067,3.0,5
9.8,1.00015,0.59,0.102,3.4,5
10.3,0.9997,0.45,0.073,2.0,6
10.3,0.9967,0.4,0.092,3.0,6
10.6,0.9976,0.52,0.091,2.5,7
9.2,1.001,0.42,0.105,3.3,5
10.5,0.9979,0.2,0.343,2.0,5
10.3,0.9994,0.55,0.091,2.7,6
10.1,0.9964,0.36,0.098,2.4,6
9.5,1.0014,0.34,0.094,3.2,6
9.5,1.0001,0.5,0.073,2.5,5
9.9,0.9981,0.83,0.086,2.6,5
9.6,0.99855,0.63,0.083,2.0,5
9.7,0.9993,0.65,0.094,2.3,5
9.6,0.99845,0.67,0.08,2.1,5
10.7,0.9965,0.53,0.086,2.6,6
10.1,0.9973,0.18,0.068,1.5,6
10.0,0.9994,0.705,0.092,2.6,5
9.5,0.996,0.67,0.186,1.6,5
9.2,0.9973,0.65,0.112,2.1,5
9.3,0.9998,0.53,0.063,2.5,6
9.4,0.9966,0.62,0.082,2.2,5
9.5,0.9994,0.41,0.213,2.4,6
9.5,0.9994,0.43,0.214,2.4,6
9.5,0.9968,0.29,0.062,1.7,6
9.4,0.996,0.53,0.072,2.0,6
9.5,0.99815,0.46,0.093,2.8,6
9.4,0.9976,0.47,0.076,3.0,5
11.0,0.99645,0.36,0.087,2.6,5
11.0,0.9962,0.35,0.096,2.5,6
10.1,0.9996,0.56,0.102,3.4,5
10.4,0.99865,0.77,0.082,2.9,6
11.5,0.9989,0.66,0.083,3.2,7
9.7,0.99975,0.61,0.09,3.4,5
9.3,0.99735,0.62,0.079,2.3,5
9.5,0.999,0.59,0.09,2.8,6
9.2,1.0015,0.49,0.071,11.0,6
11.5,0.9978,0.53,0.121,3.65,7
11.5,0.998,0.44,0.107,4.5,5
9.7,1.0002,0.27,0.082,2.6,6
9.5,0.9981,0.46,0.061,2.0,5
12.5,0.998,0.36,0.122,2.9,6
9.4,0.9973,0.58,0.066,3.2,6
11.0,0.9958,0.56,0.105,2.1,5
11.7,0.9963,0.65,0.078,2.5,7
12.2,0.9992,0.695,0.128,3.4,7
12.5,0.9948,0.43,0.052,1.9,6
10.3,0.9974,0.43,0.08,2.8,5
11.5,1.0008,0.49,0.103,3.0,6
9.8,0.9997,0.28,0.082,2.3,7
9.2,1.0,0.34,0.066,2.4,6
11.3,0.9972,0.42,0.065,2.7,6
